0,1,http,https,#,@,len,negative_weight,positive_weight,neutral_weight
positive,guter montag. ungewöhnlich. höchst ungewöhnlich!,0,0,0,0,5,1,5,1
neutral,Guter Tip für Publishers in der Gaming-Industry: Dont trick your customers and dont talk bullshit. #rsp13,0,0,1,0,16,6,5,16
neutral,"Gutes Essen, trotz gähnender Leere. (@ Chinese) [pic]: http://t.co/MGjVJCLGdV",1,1,0,1,9,2,4,9
neutral,"Gutes Wetter, schlechtes Wetter #veranstaltung http://t.co/GjXoGcWaXR",1,1,1,0,6,2,2,6
neutral,"Gutschein ""German Dream Nails"": Gratis Versand ab einem Mindestkaufwert von 40Euro bei GERMAN DREAM NAILS http://t.co/WvO3hjGBUg",1,1,0,0,16,4,7,16
neutral,"Gutschein ""JustCents"": 10 Gratis Gebote beim Kauf des ersten Gebotspakets http://t.co/hZV2IVz2tv",1,1,0,0,11,4,5,11
neutral,"Gutschein ""Lottohelden"": Los gehts! Bei Lottohelden.de spielst Du günstig Lotto 6 aus 49 online. Wir vermittel... http://t.co/3T9PMbqcnB",1,1,0,0,17,5,7,17
neutral,"Gutschein ""QUELLE Deutschland"": Wert: Euro 20 Gutschein, gültig für alle Produkte der Kategorie Möbel Mindestk... http://t.co/6UiFTtgq5j",1,1,0,0,16,4,4,16
neutral,"Gutschein ""Toys""R""Us"": Geschenkt! Switch &amp; Go Stygimoloch im Wert von 14,99Euro/19.95 SFr. beim Kauf eines Swi... http://t.co/OLVsdma7eh",1,1,0,0,17,5,6,17
neutral,"Gutschein UpdateEdited: branddevil.de: 3,90 EUR Brand Devil Gutschein &amp; bis zu 70% Rabatt http://t.co/EibA7om5pV",1,1,0,0,14,3,3,14
neutral,Gutschein UpdateEdited: http://t.co/UjeZujc9tm: bis zu 30 EUR Rabatt bei Dokter Online http://t.co/aVCQFrZb6m,2,2,0,0,12,4,4,12
neutral,Gutschein UpdateEdited: Kinderbutt Gutschein: Bei Kinderbutt 5 EUR sparen dank Gutscheincode http://t.co/lsfvsdgs4x,1,1,0,0,12,3,3,12
negative,Hässliche wahrheit.,0,0,0,0,2,2,0,0
neutral,"Hätte gerne eine Lungerhose, die beim Beinanwinkeln nicht halb bis zum Knie raufwandert. Hach, Utopia.",0,0,0,0,15,9,8,15
positive,"hätte Lust an WE nach Rom zu fahren.er fährt mit?: #PopeFrancis--join us as we pray and fast for peace (full text) http://t.co/PcgIETtq7x""",1,1,1,0,22,9,22,12
negative,Hätte vielleicht doch was langes anziehen sollen..,0,0,0,0,7,7,3,4
neutral,"Häufigste App in Dt. laut @focusdigital: #WhatsApp (20 Mio. aktive Nutzer). Dann #FB (18,5 Mio.), #Youtube (10,7 Mio.), #Twitter (2,3 Mio.).",0,0,4,1,21,3,4,21
neutral,"Hör mal, wer da hämmert - Bote vom Haßgau http://t.co/A3zJD7MCzr",1,1,0,0,10,4,6,10
neutral,"Hübsche Liza (3,5 Monate alt) wünscht sich liebes Zuhause: Köfering | Dieses liebe Mädchen sucht eine Familie ... http://t.co/34qqlW39ZZ",1,1,0,0,19,8,11,19
positive,Hübscher... Knoten http://t.co/bdA46elJfw,1,1,0,0,3,0,3,0
negative,"Hüfte is dick also angeschwollen dick ,auf der Wade ist ein großer blauer Fleck und mein Fuß schmerzt so doll ,dass ich kaum auftreten kann.",0,0,0,0,25,25,12,15
negative,haaaalt schlampe du kannst kein deutsch süße :* :* @kmorris_s,0,0,0,1,10,10,6,5
neutral,"Hab dann versucht ihr klarzumachen, dass sie dieses Deutsch nicht lernen sollte.",0,0,0,0,12,9,10,12
negative,Hab englisch und bin aggro... Kann noch irgendwie nicht sein dass ich trotz eher schlechtem Englisch hier nichts lerne!,0,0,0,0,19,19,14,15
negative,Hab grad echt Bock iwo allein zu sein ._. Aber mein Zimmer is ja verbucht und in dem von meinem Bro halt ich mich nicht länger als nötig auf,0,0,0,0,29,29,22,25
neutral,"Hab HUNGERRRRR! Och komm! Habe irgendwie Bock auf BF3, Lust?",0,0,0,0,10,6,5,10
negative,"Hab ich schonmal erwähnt, dass ich den Neuer nicht leiden kann?",0,0,0,0,11,11,7,8
negative,Hab jetzt einen tollen 2 schlaf- / 2 wachphasen rhythmus. Kacke.,0,0,0,0,11,11,7,7
negative,"Hab jetzt Sushi Reis in der Wohnung, aber keinen Reiskocher. Toll!",0,0,0,0,11,11,6,9
negative,"Hab meine Orientierung komplett verloren, na prima.",0,0,0,0,7,7,3,4
negative,"Hab mir gestern nicht nur Sonnenbrand, sondern auch ne Erkältung geholt. Echt jetzt?",0,0,0,0,13,13,10,10
negative,Hab morgen nicht viel Zeit zu packen &amp; noch nichts gepackt..tja.,0,0,0,0,11,11,9,10
positive,Hab voll bock nachher Pokemon Puzzle League spielen. lass euch dann davon teil haben =3,0,0,0,0,15,9,15,13
negative,Hab voll Halsschmerzen. 😐,0,0,0,0,4,4,2,2
neutral,"Habe dieses Jahr zuviel Glitter eingekauft, bzw. auch falsche Körnungen.... gold, silber, schwarz und rot kann... http://t.co/Ztbp1s1SkH",1,1,0,0,17,9,7,17
neutral,Habe heute übrigens erfahren dass einer aus meinem Jahrgang letzte Woche bei einem Motorradunfall gestorben ist...,0,0,0,0,16,11,11,16
neutral,Habe keine Ahnung - Mutti wirds schon richten! deshalb #CDU- #FDP- #SPD- #GRÜNE- uns natürlich #AfD+ für ein... http://t.co/8iSdSIVyYo,1,1,5,0,19,9,10,19
neutral,"Haben Sie schon mal engl. Zähne gesehen?“@praesentare: @annettedittert So, so: In Deutschland zum Zahnarzt gehen. In UK keine gute Idee?”",0,0,0,2,20,9,13,20
neutral,Habt ihr eigentlich auch wirklich ALLE mein letztes Video gesehen? http://t.co/5zPFmK6Roc #gimme5mania,1,1,1,0,12,5,8,12
neutral,"Habt ihr heute an den Geburtstag von Friedrich Nietzsche gedacht? Nein? Na, gut, dass uns Google daran erinnert: http://t.co/EP5wRlwoS2",1,1,0,0,19,9,13,19
positive,Habt Spaß verdammte Kacke!,0,0,0,0,4,1,4,2
positive,"hach, bin ich froh, das ich GEZ Gebühren bezahle, daher hat die Sportschau zum glück ja keine WErbun .. äh was .. öhm .. ähm .. tja ..",0,0,0,0,28,15,28,17
positive,"HAHA dia kasih artinya sblm ditanya, tiee deh ah:$ RT @rizkydwnd: Ich werde dich lieben bis ans Ende aller Zeiten. (I'll love you until",0,0,0,1,24,11,24,13
positive,HAHAHA GEHT STEIL bruder &lt;3 :D glückwunsch! (@YouTube http://t.co/xQ3nHDyiKi),1,1,0,1,9,3,9,3
positive,Hahaha so ein spinner ♥ sowas nennt der arbeiten :D #spinner #schatz #liebe #bart #brille # http://t.co/7useOUhfrJ,1,1,6,0,17,7,17,10
positive,Hahahaha Tränen gelacht :'D http://t.co/L6Wm1G7Yjy,1,1,0,0,5,1,5,2
neutral,Hai beißt Deutscher Arm ab -Der Held von Hawaii http://t.co/ioma9X9TNJ #Hai #Nachrichten #N24,1,1,3,0,13,5,3,13
neutral,Hai ich bin alice und kann mir bald meine Haare komplett abschneiden,0,0,0,0,12,8,9,12
neutral,Halbzeit bei #Bayern gegen #Freiburg! #Bayern führt 1:0 http://t.co/d2YB2hHZLS,1,1,3,0,9,2,4,9
neutral,Halbzeit bei #Bayern gegen #Freiburg! #Bayern führt 1:0 http://t.co/q5vDF2LxXm,1,1,3,0,9,2,4,9
neutral,"Hallo Deutschland, Wir sind auf dem Cover des aktuellen FAZE Magazins. Steht im Kiosk eures Vertrauens gleich... http://t.co/gEX5rQp4UQ",1,1,0,0,18,7,8,18
neutral,"Halloween 2013: Kürbisschnitzen leicht gemacht - Kein Halloween ohne Grusel-Krbis! Wir erklren Ihnen, wie Sie de... http://t.co/Spo6IWAx68",1,1,0,0,17,10,9,17
neutral,Halloween esch au eher sone usreed förne fetti home party,0,0,0,0,10,4,4,10
negative,Halloween III spar ich mir. Aus Gründen. #Halloween http://t.co/um8WRbfFtP,1,1,1,0,9,9,3,5
positive,"Halsschmerzen, klasse...",0,0,0,0,2,1,2,0
negative,Halt! Scharfschießen! http://t.co/v1xuvhp0YS,1,1,0,0,3,3,0,0
positive,HAMMER GEILES VIDEO !!! WEITER SO !!! PS: mal ne Frage was ist das für ein Soundtrack ? (@YouTube http://t.co/iFYUCkd1Ln),1,1,0,1,20,12,20,14
positive,Handkäs fast flüssig. Sehr gut. (@ Weinhaus Kurfürst) http://t.co/NAwc1Mae1h,1,1,0,1,9,3,9,4
positive,Hands Up Mix Vol.6 August 2013: Möchte Euch meinen neuen Hands Up Mix vorstellen. Freue mich auf Euer Feedback... http://t.co/hANuoxLnUZ,1,1,0,0,20,4,20,10
neutral,Handy-Test LG Optimus G Pro - Großer Smartphone-Wurf mit kleinem Manko http://t.co/OPYbHLZIZ1,1,1,0,0,12,4,3,12
positive,"Hangover, Rock'n'Roll im T3 und an der Ostsee entlang in die Heimat fahren. Gar nicht soo schlecht.",0,0,0,0,17,8,17,10
neutral,"Hannover, Underwriter (m/w) Feuer http://t.co/6mPT4Wqsux Jobs Versicherung",1,1,0,0,7,0,0,7
neutral,Hannover/Region: Show: Sicherheitsfestival setzt Maßstäbe http://t.co/AfZUJHCjmn,1,1,0,0,6,0,0,6
neutral,Hannover/Region: Siloah-Bau wird deutlich teurer http://t.co/cBu6nxNJJP,1,1,0,0,6,3,2,6
neutral,"Hans Krailsheimer: Talente finden Lösungen, Genies entdecken Probleme.",0,0,0,0,8,2,2,8
neutral,"Hansa Ölbrenner: Münster-Sarmsheim | Hansa Ölbrenner, Bj. 2000, 12-42 KW, lief einwandfrei bis Ausbau vor einem Jahr. http://t.co/jJIwXrUawk",1,1,0,0,18,7,5,18
positive,Hapi börtday tahsin gebe gebe tahsin aahahh aksam aksam guldürdüler :D,0,0,0,0,11,1,11,3
positive,Happy Birthday.....Bruce Dickinson! (55) Natürlich gibt's heute was von Iron Maiden in den Rock Classics zu... http://t.co/cXjdns86a1,1,1,0,0,17,7,17,11
neutral,"Happy Halloween jungs, süßes oder saures? @SonnyFreezy92 @mamin2204 @BJOfficial17 @MrFakker2013",0,0,0,4,10,3,3,10
neutral,"Happy Halloween liebe Studenten, zeigt eure gruseligen Seiten!",0,0,0,0,8,5,3,8
neutral,"Hardy Mader &amp; Koll. GmbH Kraftfahrzeug-Sachverständige aus 72766 Reutlingen, Stuttgarter St... http://t.co/jhuz0nYVUc",1,1,0,0,12,3,3,12
positive,"Hart aber fair mit 5,27 Mio Zuschauern Tagessieger im Ersten http://t.co/300Ic7ULpx #politik #news",1,1,2,0,13,5,13,8
negative,"Hasse es, wenn Leute immer recht haben wollen",0,0,0,0,8,8,7,7
neutral,Hasserfülltes Baby eines siberischen Huskies http://t.co/fyCAwqunxx http://t.co/XxHuVWcXf2,2,2,0,0,7,1,2,7
neutral,hat eine Runtastic Mountainbiketour über 35 km in 2h 03m mit der #Runtastic PRO iPhone App absolviert: http://t.co/AUNJSkRmsR,1,1,1,0,18,8,10,18
positive,Hat Götze nen Milchzahn verloren? #skybundesliga #FCBBSC :D,0,0,2,0,8,3,8,4
neutral,Hat jemand schon Apple Care+ abgeschlossen. iPhone 5s gekauft bei der Telekom. Geht das auch im Apple Store?,0,0,0,0,18,11,11,18
negative,Hate me love me trust me. Das Leben kann echt kacke sein,0,0,0,0,12,12,8,8
positive,"Hatmantöne: going for the gold: Wiederentdeckt auf meinem mp3-Player, vorher nie richtig wertgeschätzt: GOING FOR... http://t.co/A3EXsSs1HW",1,1,0,0,16,8,16,7
neutral,Haufenweise meiner Apps bemängeln fehlende Kommunikation zum Server. Ôo #isdochnichnormal #AusfallWegenRegen,0,0,2,0,11,4,2,11
positive,Hausarbeit geschafft.,0,0,0,0,2,1,2,0
negative,"Haut am @letzjournal stellt de Kandidat aus dem Osten, de @ReneSchmit onst Konzept zum #Grondakommes vir. Eng interessant Lektür!",0,0,1,2,19,19,8,10
neutral,Havana Club Stoffbanner SELTEN: Axstedt | Original Havana Club Stoffbanner. Maße 160x80. Sehr seltenes und rar... http://t.co/rOBPXTeIst,1,1,0,0,17,2,5,17
neutral,Hazard/Gefahr: AKW Fukushima: Radioaktiv belastetes Wasser fließt tonnenweise ins Meer http://t.co/ErunIf0BDS via @zeitonline,1,1,0,1,13,4,3,13
positive,Heb echt kleine handen xD,0,0,0,0,5,3,5,3
neutral,Hechtskulptur schmückt Kita „Der kleine Hecht“ http://t.co/XGPHHFCFQ8 #dresden,1,1,1,0,8,1,1,8
neutral,Heftiges PVP-Gefecht in Immortalis bis 10 Uhr! Wir brauchen jeden fähigen Kämpfer! #Immortalis http://t.co/M9QDSaXwAt,1,1,1,0,14,5,6,14
neutral,Heftiges PVP-Gefecht in Immortalis bis 10 Uhr! Wir brauchen jeden fähigen Kämpfer! #Immortalis http://t.co/XnKXWuSteM,1,1,1,0,14,5,6,14
neutral,Heftiges PVP-Gefecht in Immortalis bis 16 Uhr! Wir brauchen jeden fähigen Kämpfer! #Immortalis http://t.co/x0wGU6SbIx,1,1,1,0,14,4,6,14
neutral,Heftiges PVP-Gefecht in Immortalis bis 22 Uhr! Wir brauchen jeden fähigen Kämpfer! #Immortalis http://t.co/zz7Vuydy8Q go go go,1,1,1,0,17,7,8,17
neutral,Heiße Diskussionen nach Tod bei Hochzeit http://t.co/N3JExzVKF0,1,1,0,0,7,3,3,7
neutral,Heißer Herbst befürchtet: Investoren fliehen aus Staatsanleihen... http://t.co/2EOqsSCmoB,1,1,0,0,8,1,2,8
neutral,"Heidelberg: IT-Support Specialist (m/w) (01.10.2013): Qualifizierte Unterstützung bei technischen Problemen, i... http://t.co/lcQRDVLUsg",1,1,0,0,12,1,1,12
positive,Heidi sieht immmmer perfekt aus ❤,0,0,0,0,6,2,6,3
positive,"Heii du!! Geburtstagkind alles gute ne meine süße.. Grüß, Küß, und Umarmung von mir aus Jkt :D @zifasista: :)) :)) :)) :)) :))",0,0,0,1,23,9,23,14
neutral,"Heiko berichtet über ""Die Terror-Kröte vom Oggenrieder Weiher"": http://t.co/MB5zb49NF4",1,1,0,0,9,3,2,9
negative,Heilige Scheiße! #heisenbergultras,0,0,1,0,3,3,0,0
negative,"heilige scheiße, 13 Schwangerschaften?!",0,0,0,0,4,4,0,1
neutral,Heimarbeit für alle die am PC Geld verdienen möchten GRATIS INFO! http://t.co/0Pk0eYe7tG,1,1,0,0,12,5,5,12
positive,Heimlich geliebter Zeichenpapst,0,0,0,0,3,0,3,1
positive,"Heimweg, dezent tot, obwohl früh.",0,0,0,0,5,2,5,1
positive,Heinrich #Schmidtgal wurde bereits erfolgreich operiert und schickt erste Grüße aus dem Krankenbett: http://t.co/fLiVbKWcsx #f95,1,1,2,0,15,6,15,11
neutral,"Heinz ? Peters ? König Rechtsanwälte aus 44629 Herne, Eschstraße 15 in #NRW http://t.co/5RdR2RJqQu",1,1,1,0,14,5,5,14
neutral,Heise-News: Black Hat: TLS-Erweiterung schwächt Sicherheit der Verschlüsselung http://t.co/g9FBE4yhWo,1,1,0,0,9,2,2,9
neutral,"Heisser Blasmund,jung,wild verführerisch.. http://t.co/it9pn9Vpqq http://t.co/3EYympEwzj",2,2,0,0,5,0,0,5
neutral,Heiter weiter: @CharlyFrisch @stephenfry @blendentanz @TarisFeed @5n1pp3r5 @TundW @ChrisVanOliver @augenaufschlag @DerOhlandt #ff,0,0,1,9,12,0,3,12
positive,Hej! Schöne Idee von @gebrauchsgrafik: Abwrackprämie für altes Design: http://t.co/0saHF7hcdH,1,1,0,1,10,4,10,5
positive,Heja BVB! Bringt endlich Hofmann! #bvb #sieg,0,0,2,0,7,1,7,4
neutral,HELBRECHT optics: bis zu 70 % im Sale von Markenbrillen + 10 % Gutschein + Gläser mit Stärke gratis! http://t.co/Rq1mvFfmYe #Online_Optiker,1,1,1,0,21,9,10,21
neutral,Helene Fischer - Fehlerfrei (Aus dem kommenden Album FARBENSPIEL) http://t.co/m8Cr1F31m7,1,1,0,0,10,2,5,10
positive,"Helfer und Altmann verlassen Gelände: ""Wir können wenigstens noch lachen"" - Abendzeitung Mün... http://t.co/nV5NnN3G7p #Muenchen #Munich",1,1,2,0,16,5,16,10
neutral,Hell Dunkel Hell Dunkel Hell Dunkel Hell Dunkel Das Herz geht auf und tanzt und tanzt und chillt Hell Dunkel Hell Dunkel …btw that’s life &lt;3,0,0,0,0,26,14,14,26
neutral,Helmscheid wird zur Festmeile:  Ein kleines Dorf feiert groß: Auf sein 1175-jähriges Jubiläum blickt Helmschei... http://t.co/44MTJcvRIG,1,1,0,0,16,6,7,16
neutral,Henry Bischoff Award honorees Professors Jeremy Teigen and James Hoch http://t.co/U54yBVBEXg,1,1,0,0,11,2,3,11
neutral,Herbststurm zieht heran - War’s das jetzt mit WARM? http://t.co/oKaeoMPQDP #news,1,1,1,0,11,5,5,11
neutral,here's yours magno @benschnetzer http://t.co/RTxwbulU8Y,1,1,0,1,5,0,0,5
neutral,"Herrlich absurd, hauptsache sicher. http://t.co/j4vBqTDYdc",1,1,0,0,5,1,0,5
positive,Herrlich! Marija allein unterwegs...,0,0,0,0,4,1,4,2
negative,Hersey guzel giderken aniden mahvetme gibi bir ozellige sahibim :(,0,0,0,0,10,10,1,0
neutral,"Herzinfarkt, Bluthochdruck, Magenkrebs: Gesund oder gefährlich? Die sieben ... - FOCUS Online http://t.co/C4mLOHrFvV",1,1,0,0,13,4,5,13
neutral,Herzliche Glückwünsche aus Zeulenroda an den FC Carl Zeiss Jena zu dem überzeugenden Auftritt gestern gegen den... http://t.co/uu0b6A4Jig,1,1,0,0,18,7,12,18
positive,Herzlichst aus Heidelberg :) @EASY_LEADERSHIP @HeikoSchirmer @HeinerTenz @PriCoBe @MqStrategie @Falk_Richter @paulespcforumde @Hehsu,0,0,0,8,12,2,12,5
positive,He's so charming. Man muss ihn einfach lieben #samuhaber #tvog,0,0,2,0,10,6,10,7
neutral,Heute &amp; morgen in der Komödie am Kurfürstendamm: ZIEMLICH BESTE FREUNDE Komödie nach dem gleichnamigen Erfolgsfilm: http://t.co/h1WcvJoU96,1,1,0,0,17,8,8,17
positive,Heute 7h 1min und 54s Videoday geschaut war voll toll Y-Titty beste Leben. #ytitty #haltdeinmaul #videoday #videoday2013,0,0,4,0,17,6,17,7
positive,Heute Abend dann noch Haare färben und Sport machen :D,0,0,0,0,10,7,10,9
negative,Heute beim Marathon hat meine RCX5 von @polar_de_news zeitweise im Stich gelassen. Puls weg &amp; Laufsensor zu langsam. http://t.co/wNFLc2i855,1,1,0,1,19,19,11,12
neutral,Heute fallen zwei wichtige Gerichtsentscheidungen für Dortmund - wir berichten aktuell über... (cont),0,0,0,0,13,9,9,13
positive,"Heute geht es endlich wieder los, der Kampf um Punkte. Zum Saisonauftakt sind wir heute zu Gast bei der Union... http://t.co/xdeiOFUkMs",1,1,0,0,21,14,21,16
neutral,Heute große Eisschlacht! Eis für lau.,0,0,0,0,6,3,5,6
neutral,"Heute gut geschlafen? Wer tagsüber Vollgas gibt, muss seine Akkus abends aufladen. Doch Schlaflosigkeit bei Nacht... http://t.co/4FBOMuRdp4",1,1,0,0,17,10,9,17
neutral,"Heute im Match-Tie-Break verloren... Ma hat ma Glück, Ma hat ma Pech, Mahatma Gandhi...",0,0,0,0,14,8,8,14
positive,Heute Mittag gab es Spaghetti Carbonara und auf VIVA kam genau während dem essen #HaltDeinMaul ich musste so lachen :D @Y_Titty,0,0,1,1,21,12,21,18
neutral,Heute morgen hat Bernd aus Oberstenfeld 100 Euro abgestaubt und gerade eben wurde das Gehalt von Erzieherin... http://t.co/YeUXsXovI7,1,1,0,0,18,11,10,18
neutral,"Heute ne #Hipster mit nem Black Flag Shirt gesehen und mich gefragt, ob die überhaupt ne Ahnung hat was das ist.",0,0,1,0,21,15,17,21
positive,"Heute nicht nur den Herzensmenschen geheiratet, sondern auch ganz viel Liebe von @zweiterMai bekommen. Unbezahlbar &lt;3",0,0,0,1,16,12,16,11
neutral,"Heute unter ""Photografix Fotoprojekte"": Nordeuropäische Landschaften von Dennis Polkläser! Reinschauen lohnt sich! http://t.co/DHk3pA0lCQ",1,1,0,0,13,4,3,13
positive,heute war echt schön :) super nette Menschen getroffen :) tzonlive danke für das Foto :) #videoday… http://t.co/vgDv6vAxNZ,1,1,1,0,18,13,18,15
neutral,Heute wieder @Weltspiegel_ARD bei @DasErste live aus #München! Interessante Themen ab 19:20 Uhr. Ich schalte ein! #Weltspiegel,0,0,2,2,17,9,7,17
neutral,Heutige Lese-Empfehlung: Unser Wahlprogramm zur Gesundheitspolitik. https://t.co/lRiY8Y2m3A,1,1,0,0,7,1,2,7
neutral,"Hey Derek, sprechen sie dick",0,0,0,0,5,3,3,5
neutral,Hey Hey Hey !! ... Vielen Dank allen die am Samstag trotz des hochsommerlichen Oktoberabends den Weg in den Salon... http://t.co/Hbd9b8gFu0,1,1,0,0,21,12,17,21
positive,Hey ho Donner! Jetzt sind wir alle wieder wach! Wow! Ich dachte grad echt Thor besucht uns. #gewitter,0,0,1,0,18,10,18,11
positive,Hey ho leute heute zuhause chillen und was geht bei euch ❤😊,0,0,0,0,12,8,12,9
positive,Hey Uwe was machst du den auf Dan's channel?? ;) gutes video dan :) (@YouTube http://t.co/MQkaH3spld),1,1,0,1,16,11,16,11
positive,Hey was geht ab freut ihr euch auch schon auf Donnerstag auf Alarm für Kobra 11 😉,0,0,0,0,17,10,17,15
positive,"hhahha duh , wenn Lūgen Ghuet wäre denn besch duh am träume — ya ich bin von meiner träum noch nicht aufgewacht http://t.co/RYGu84HVFU",1,1,0,0,23,14,23,13
positive,Hhmmm... dieser einzigartige Tee aus Europa... also von den Azoren... der schmeckt so lecker http://t.co/RZYRQ6q2Ln,1,1,0,0,15,9,15,7
negative,Hi. Schule aus und schlechte Laune.,0,0,0,0,6,6,4,4
positive,Hier auch noch das Donkey Kong Country: Tropical Freeze Boxart aus den USA. Auch recht schick. http://t.co/IU535IDPie,1,1,0,0,17,8,17,8
neutral,Hier ist facebook nicht down. Ich hab trotzdem besseres zu tun....,0,0,0,0,11,10,8,11
neutral,Hier könnt Ihr meine Alten sachen kaufen http://t.co/L0kZZVPwWe,1,1,0,0,8,5,7,8
neutral,Hier lag schon länger kein Schiff auf den Helgen. Und wird wohl auch nie mehr (@ Scheepswerf Metz) [pic]: http://t.co/cko1kjeYVC,1,1,0,1,20,13,13,20
positive,Highspeed hält diesen Monat verdächtig lang o.o,0,0,0,0,7,4,7,5
neutral,Hihi @BenniferRostock war grad eben kurz bei Punkt 12 #imascheregen #hinterland,0,0,2,1,11,5,11,11
neutral,Hilfe beim Umzug: Benötige eine Person die beim umzug mit anpackt http://t.co/8FvV3QGsh9,1,1,0,0,12,6,6,12
negative,Hilfe! Hilfe! Ruf mal einer schnell die Modepolizei! Meine Augen werden gerade vergewaltigt!,0,0,0,0,13,13,8,10
negative,"Hilfeee! Ich werde wieder wach.......mmmpf! Man reiche mir den Holzhammer, bitte! SCHNELL",0,0,0,0,12,12,7,7
negative,"Himmel, was für ein Getöse um den #VeggieDay. Hier geht es nicht um Verbot sondern um Denkanstoß für eine andere Ernährung. Locker bleiben!",0,0,1,0,23,23,15,16
neutral,"Hintergrund-Informationen aus Wirtschaft, Sicherheit, Energie und Geopolitik für Ihr nächstes Meeting? http://t.co/HBnjPQscjK",1,1,0,0,12,5,6,12
neutral,Historische Quoten! ProSieben feiert starken September - und den kürzesten Abstand seiner Geschichte http://t.co/M3n1EVTxP7,1,1,0,0,14,6,6,14
neutral,Historischer Höchststand an der Börse: Dax springt über 9000 Punkte http://t.co/a6G0jJZXnE,1,1,0,0,11,4,4,11
neutral,Historischer Verlauf $GBPUSD und die Non Farm Payrolls Veränderung unter http://t.co/BLSc8Z97sG,1,1,0,0,11,3,3,11
negative,"Hmm - Client Tweetdeck funzt es. Weird shit. Naja, dann halt Client.",0,0,0,0,12,12,4,6
neutral,Hmpf. Jeweils den zweiten Satz verloren. 3 von 7 spiele sind rum.,0,0,0,0,12,7,5,12
positive,Hn &gt;&lt; Der Himmel sieht grad sooo schön aus! *^*,0,0,0,0,10,5,10,7
neutral,Hochsauerlandkreis: Diebstahl hochwertiger Kleidung http://t.co/Ok5fhTycbq,1,1,0,0,5,0,0,5
negative,Hocke definitiv uf de falsche site,0,0,0,0,6,6,2,2
positive,Hoffe nen 1er oder ne A-Klasse :) #lasttweet,0,0,1,0,8,5,8,5
neutral,"Hoffe, jede/r Schweizer Polizist/in schaut sich diese Repo an http://t.co/hT3A8OObLI Gummigeschosse verbieten. Jetzt! http://t.co/pLTDlbxNM0",2,2,0,0,14,5,5,14
neutral,"hoffen wir mal, dass meine Ratschläge für einen Farbenblindenmodus was taugen werden.",0,0,0,0,12,7,9,12
neutral,Hoffenheim - Leverkusen wird nicht wiederholt http://t.co/YqVXB4z7Uu,1,1,0,0,7,3,5,7
positive,Hoffenheim führt hochverdient mit 2-0 gegen Hannover.,0,0,0,0,7,2,7,5
positive,"Hoffentlich bringt dieser Spinner seine Behauptung im SZ Magazin. Bitte, bitte, bitte.",0,0,0,0,12,8,12,8
negative,Hoffentlich lah !! Scheiße !! http://t.co/QrJx7RSiaM,1,1,0,0,6,6,4,3
negative,Hoffnungslos verlegen.,0,0,0,0,2,2,0,0
neutral,Hohe Margen bei Medikamenten http://t.co/yKpKaTtCXe,1,1,0,0,5,1,1,5
neutral,Hola @NachoPeerz,0,0,0,1,2,0,0,2
neutral,Hollywood-Traumpaar: Jennifer Garner: Kein Dreh mehr mit Ehemann Ben Affleck - Abendzeitung München,0,0,0,0,13,4,6,13
neutral,"Holt euch jetzt noch die SteiermarkCard zum Sonderpreis von € 39,- / gültig bis Ende Oktober 2013! Natürlich... http://t.co/64UwrGd1og",1,1,0,0,19,11,10,19
neutral,"Home sweet home, aber 2011 fühlte sich jeder 5. durch Wohnkosten stark belastet. https://t.co/Ct7pBgjAGi #wohnen",1,1,1,0,15,4,7,15
positive,Homophobie? Wegknutschen! genial @ansdan00p https://t.co/43KJ5ptJod,1,1,0,1,5,0,5,0
neutral,Honda X 8rs AF 49: Frechen | Zum Vekauf kommt mein Honda x 8 rs Modell Af 49 Der Roller ist in einen Einwandfr... http://t.co/O56OqIP4X8,1,1,0,0,25,10,11,25
neutral,Honduras: Internationale Menschenrechtsbeobachter entführt http://t.co/9dG5UBIGuR,1,1,0,0,5,0,0,5
neutral,Honka Blockhaus Modell Lokki Vorderansicht http://t.co/VYQy23gt6v,1,1,0,0,6,0,0,6
negative,Hoodie Allen was sick,0,0,0,0,4,4,2,2
negative,hope im not getting sick fr fr,0,0,0,0,7,7,2,5
neutral,"Hosting: Ausfall eines Core-Routers bei einem Vorlieferanten, RZ Wuppertal derzeit nur schwer erreichbar.",0,0,0,0,13,5,5,13
neutral,"hotpaar37: Regensburg | Attraktives Paar,w 37J m 55Jahre besuchen gegen Tg den solventen Herren oder kleine He... http://t.co/l7592vq2Eo",1,1,0,0,18,7,6,18
neutral,"Hoyerswerda, Erich-Weinert Straße Höhe Klinikum aus einem silbernen Caddy (Danke, BiuuH!) /rs",0,0,0,0,12,2,3,12
neutral,"HP Color Laser Jet 2840 Wenig ben. , in: Dahlwitz-Hoppegarten | HP Color Laser Jet 2840 Wenig ben., in sehr gt... http://t.co/1nNgRjGnVx",1,1,0,0,22,4,4,22
neutral,HR:  +++ Flum freut sich über Konkurrenz +++ Eintracht Frankfurts Johannes Flum hadert nach der knappen... http://t.co/uIXpCqiE5d,1,1,0,0,18,4,7,18
neutral,"HTC stellte zwei neue Smartphones der Desire-Familie vor, davon erscheint vorerst jedoch nur eins hier in... http://t.co/EUMaaUrLqV",1,1,0,0,17,6,10,17
neutral,http://t.co/1CTUcaj6kv meldet neuen Anrufer unter 00448545085937 als #Unbekannt ! http://t.co/YEb7mf76Je,2,2,1,0,10,4,4,10
